,Temperature (K),Luminosity(L/Lo),Radius(R/Ro),Absolute magnitude(Mv),Star type,Spectral Class,Star color_Blue,Star color_Blue ,Star color_Blue White,Star color_Blue white,Star color_Blue white ,Star color_Blue-White,Star color_Blue-white,Star color_Orange,Star color_Orange-Red,Star color_Pale yellow orange,Star color_Red,Star color_White,Star color_White-Yellow,Star color_Whitish,Star color_Yellowish,Star color_Yellowish White,Star color_white,Star color_yellow-white,Star color_yellowish
15,0.1796666861841696,0.16723400910430525,0.27135464709733204,0.7814258911819889,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
16,0.12128356819158981,0.1348671589409297,0.23853499417841828,0.8352095059412133,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
17,0.2127711482529131,0.165726181120347,0.3257560835316207,0.7104440275171984,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18,0.16469228455386986,0.16513197860588033,0.25525024824508025,0.7958098811757349,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19,0.18950950184503013,0.2680995320185979,0.3021249950228049,0.7223264540337713,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20,0.8447145306247914,0.28377107707402627,0.0,0.7035647279549719,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,0.4573383798748156,0.07850623797533424,0.031131922317540917,0.811131957473421,2,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
22,0.4343606906211126,0.032650895011037684,0.021827438403861088,0.8176985616010007,2,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
23,0.48828437943320857,0.07938135226520743,0.01411272520594331,0.8261413383364604,2,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24,0.7074315252748469,0.22051129061443486,0.041347872699357024,0.7445278298936837,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,0.6284081695050987,0.002626057589010078,0.012807161037412751,0.7551594746716699,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,0.49099411278448946,0.10027845335056923,0.011647258762979618,0.8167604752970608,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,0.4556265000632842,0.013794359656123856,0.034094375698758006,0.8252032520325205,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28,0.5963838891105877,0.02722924269271154,0.021827438403861088,0.7664165103189494,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29,0.4348179807487451,0.0,0.035349334536707466,0.8130081300813009,2,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,0.991635197152199,0.9382116190725268,0.5779651787803012,0.22576610381488432,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,0.9049521261714539,0.8534687348096119,0.5358500659893198,0.241400875547217,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
32,0.6819657601510118,0.7133717497550325,0.5466585273638728,0.31113195747342093,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
33,0.5319158636225287,0.5950650703998829,0.47277156779298357,0.37773608505315825,3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34,0.3620058079980879,0.3994995062805458,0.3783418256345165,0.5306441525953722,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,0.47039508445818035,0.5023352226227209,0.4344473928776353,0.4484052532833021,3,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36,0.41246364322605933,0.4241205135133003,0.3960432345332216,0.4480925578486555,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,0.3934955350687104,0.42162677843101415,0.38523477315866866,0.4643527204502815,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38,0.36966349925017417,0.4218508031552258,0.395025067352085,0.5121951219512195,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39,0.349644041195766,0.3999781485434693,0.3860565388324343,0.5300187617260789,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40,0.22455013890526931,0.9373538349225335,0.6252024281643631,0.15603502188868043,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41,0.18213047138579874,0.9603388912229951,0.6406670549189304,0.17886178861788618,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42,0.172668710650155,0.9248924014826414,0.7492801204467421,0.18449030644152598,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
43,0.16551929891427353,0.9362571514331823,0.61619946670848,0.14696685428392747,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44,0.14507615653989747,0.9519286964886107,0.6474162311377389,0.18511569731081928,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45,0.2044338792244087,0.957712833633985,0.6594298248028828,0.16635397123202003,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46,0.20213148618245125,0.9162961648700672,0.6949935786004143,0.16072545340838024,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
47,0.20203905589384474,0.9373538349225335,0.7501947428745571,0.208880550343965,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48,0.20672033862287886,0.9337420201123519,0.7455146404180331,0.16197623514696685,4,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49,0.94386670648159,0.9414823558680813,0.650590882093351,0.18198874296435275,4,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,0.19418111658517212,0.9503533707363361,0.9798977899982277,0.07879924953095685,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51,0.21792114226976667,0.9523903351461923,0.9647129534414551,0.13414634146341464,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52,0.22524025312896612,0.9506730525124188,0.9596088246403081,0.08505315822388992,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53,0.2178330259698793,0.981173032000685,0.9864422193364619,0.12101313320825513,5,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
54,0.2089910833996207,0.9563375853000219,0.9687233450749471,0.12914321450906815,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
55,0.19037252035350694,0.94921553124954,0.9702374787059089,0.005315822388993086,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56,0.20989502942032834,0.9631742807957644,0.987660899743852,0.0,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57,0.19037252035350694,0.9313214639513839,0.9662402293860245,0.02001250781738584,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58,0.21809730439842445,0.9392605004410963,0.9422790809176556,0.021263289555972453,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59,0.1984139553781774,0.9362571514331823,0.9812706368758928,0.01751094434021261,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60,0.17976559115855606,0.18403072609736737,0.15499166801287081,0.8802376485303316,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
61,0.18864422313709328,0.09205882946493082,0.2524451079553466,0.902439024390244,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62,0.1423187372256698,0.047588241404162956,0.19548299067023123,0.8758599124452784,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
63,0.12550588846166422,0.06267573243306523,0.1935660540196631,0.9030644152595374,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64,0.13695909989199828,0.024240700276653315,0.21250497897559548,0.9634146341463417,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
65,0.17518503708988042,0.10853107539736179,0.22296379305213102,0.9083802376485304,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66,0.13808288350765707,0.06004967484405521,0.19461727949148916,0.9462163852407756,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
67,0.12340147329308548,0.10853107539736179,0.19294647465182316,0.8871169480925579,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
68,0.11831932738139539,0.06515164538629842,0.2138886575177897,0.9165103189493435,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
69,0.12967492881959686,0.09517648280832597,0.21524907985421327,0.9803001876172609,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70,0.18016091524337652,0.2412848062121065,0.28178279505354326,0.7573483427141965,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71,0.20507568446336055,0.24329989903146917,0.30855067519846535,0.6891807379612258,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,0.17608624346172297,0.20210675954232782,0.24806873277312702,0.7854909318323953,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,0.1603161667435482,0.2036092228988655,0.3018940584221361,0.7460913070669168,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
74,0.19981293586418802,0.1694558645312902,0.28695113902952035,0.7132582864290182,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
75,0.1634478685272791,0.10940618968723503,0.3018940584221361,0.7404627892432771,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
76,0.13185422824162485,0.1624160834097241,0.27135464709733204,0.7936210131332084,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
77,0.17986446653396682,0.12696959366937044,0.29128358301737645,0.7439024390243902,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
78,0.09957473264789796,0.0872789175367667,0.1988561130541604,0.7732958098811759,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
79,0.16115419398922004,0.12240572550103751,0.23903931496020883,0.8098811757348343,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
80,0.4288232638314171,0.05578557731192241,0.028870419749705,0.8133208255159476,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81,0.5604195377755978,0.024240700276653315,0.00736354898713476,0.7485928705440901,2,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
82,0.5045893042649618,0.08429037512070853,0.009960880607719602,0.8036272670419013,2,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
83,0.7211589861239291,0.10853107539736179,0.04693237812485701,0.7620387742338963,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,0.6554986558298497,0.09205882946493082,0.00468010245652406,0.7532833020637899,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,0.5310632384668361,0.0748174840968745,0.02108822574452085,0.8098811757348343,2,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,0.6024921516768234,0.09864366748730768,0.00736354898713476,0.7520325203252034,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,0.57286781152624,0.0963633155165885,0.0028404045468821693,0.7226391494684179,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,0.6464722867813588,0.03512680796427087,0.0048617932704729805,0.7782989368355223,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
89,0.7686687950016364,0.1135347106327827,0.035969592158984265,0.7273295809881177,2,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,0.33222060094784567,0.3857719418328037,0.37923623499601905,0.544402751719825,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
91,0.2800621762023989,0.3273080797726814,0.37513119191608557,0.576172607879925,3,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
92,0.24554376372082887,0.30184711051898666,0.3683006043515879,0.567479674796748,3,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
93,0.3116447976343375,0.36401021348922685,0.3967627345918325,0.5222013758599126,3,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
94,0.5082685412225021,0.5735192389801689,0.46514083512166676,0.41807379612257667,3,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
95,0.5808939243756779,0.690630046252221,0.5441466884053882,0.3008130081300813,3,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
96,0.3202881269575131,0.3886133985929283,0.37615403776105566,0.519074421513446,3,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
97,0.4564835487007377,0.49826640766050917,0.41055966742704636,0.4490306441525954,3,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
98,0.6049041834344546,0.6917122239589779,0.5444938364298262,0.3733583489681051,3,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
99,0.9661794141140918,0.9369184876997484,0.5748515940091229,0.23514696685428393,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,0.9394318470826222,0.9452514001940928,0.5880064000632298,0.16948092557848657,4,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,1.0,0.9981017479385973,0.6004838530128819,0.17792370231394622,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,0.8171659087085317,0.9176824170613362,0.6769316202252622,0.19262038774233897,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,0.719618693989311,0.9443394363196475,0.7445452489079283,0.15728580362726705,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,0.5763399833158536,0.9122380203560071,0.5880064000632298,0.18792995622263914,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,0.658878953395019,0.9435957839942662,0.6894090731749144,0.1813633520950594,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,0.8397881825005027,0.9631742807957644,0.722228726093828,0.1904315196998124,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,0.6259317811196312,0.9337420201123519,0.6769316202252622,0.17448405253283303,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,0.8359428409466592,0.9225182904189263,0.7141276483263956,0.17761100687929957,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,0.9406301949379539,0.9618413545795327,0.7272114203929442,0.191682301438399,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,0.19123329043952753,0.907328997500506,0.9665548167374249,0.03814884302689181,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
111,0.2048924387212967,0.9173399908982502,0.9554677827945475,0.03470919324577859,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
112,0.20580765278151603,0.9373538349225335,0.985801179185976,0.018449030644152598,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
113,0.18545200444423315,0.914129879282714,0.9780666609418063,0.03126954346466537,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
114,0.2053503626538835,0.919355083717613,0.9800042242326664,0.03314571607254535,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
115,0.2000920225183762,0.9234238986798247,0.9687233450749471,0.02782989368355221,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
116,0.24048081047024228,0.9522370015912067,0.9806399072665869,0.01657285803627262,5,5.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
117,0.20672033862287886,0.8942861233298594,0.9352900180745805,0.052220137585991255,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
118,0.41697998635160305,0.9432191148029417,0.9770250473476364,0.05784865540963102,5,4.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
119,0.22055376229021073,0.9373538349225335,0.9687233450749471,0.03814884302689181,5,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
120,0.17798075573735206,0.07284820480272614,0.19303527688083755,0.9093183239524705,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
121,0.19803989129692834,0.1062626679142551,0.19852505646331134,0.9962476547842404,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
122,0.16737254688978886,0.08271504936843382,0.20820609850836932,0.9987492182614135,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
123,0.15989635466105367,0.02722924269271154,0.19479116403446778,0.9018136335209508,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
124,0.19616319176379005,0.09007451226608276,0.20746688584902914,0.9080675422138839,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
125,0.168090456360924,0.09751849554967396,0.21592081170628707,0.986554096310194,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
126,0.13695909989199828,0.10337381871608536,0.19479116403446778,0.9005628517823641,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
127,0.1285221290998999,0.0374688207056188,0.19187317861287131,0.895247029393371,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
128,0.12794421734774097,0.10464937383215994,0.18058740303753618,0.9843652282676674,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
129,0.11315778415992472,0.07354768202804085,0.18790593604907765,0.9383989993746092,0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
130,0.15449646029429598,0.0374688207056188,0.32945891400331057,0.712632895559725,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
131,0.20507568446336055,0.04574470003299813,0.30855067519846535,0.6960600375234522,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
132,0.15502978093386233,0.19948070195331774,0.29207071943396495,0.7220137585991245,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
133,0.14298261969513382,0.20311416969274423,0.2995477137425822,0.782989368355222,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
134,0.19906755017979538,0.1048423215189021,0.34817628667708367,0.8176985616010007,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
135,0.16992937797913177,0.14548505100965703,0.36139634321729397,0.8339587242026267,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
136,0.15406918307409745,0.2000188043272281,0.27135464709733204,0.7301438398999376,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
137,0.20425027707215904,0.1135347106327827,0.3399376672901029,0.8186366479049407,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
138,0.17808016661954307,0.1624160834097241,0.2995477137425822,0.7551594746716699,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
139,0.1989742586178398,0.12077093963777596,0.27657860304638504,0.8208255159474673,1,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
140,0.6391678168787469,0.08655088890282714,0.01256000596407758,0.800187617260788,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,0.7874240644649895,0.12696959366937044,0.023285914324205015,0.7329580988117574,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,0.7414599524886505,0.12077093963777596,0.008586015729794949,0.7723577235772359,2,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,0.6651963937534489,0.10080995307466079,0.011813980188818352,0.7454659161976236,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,0.5994521363275567,0.09205882946493082,0.0054044314388213555,0.7285803627267042,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,0.504367241706269,0.05426553769868092,0.0036734467912466484,0.8377110694183866,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,0.6264183108897794,0.09457064518362779,0.00953373859470874,0.7739212007504692,2,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,0.6699854231551479,0.013794359656123856,0.0048617932704729805,0.7757973733583491,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
148,0.45661191445944826,0.024240700276653315,0.003581308791966109,0.8358348968105067,2,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
149,0.628255528215957,0.10386887192220662,0.013788303033656857,0.7238899312070045,2,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,0.9000704890648219,0.9346735976090713,0.5321701948777692,0.24734208880550346,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
151,0.5051438085592674,0.5661954130109408,0.46061556810936966,0.37648530331457164,3,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
152,0.6545600413790522,0.7116606349133381,0.5283855044007375,0.3089430894308943,3,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
153,0.7052215366704857,0.7184737202972757,0.5274644774768453,0.2689180737961226,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
154,0.84563833568094,0.8236835477031658,0.5308143302836046,0.24828017510944342,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
155,0.8903156721780272,0.8300352819441974,0.5371247887691641,0.24484052532833023,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
156,0.8594470046240588,0.8237432536865017,0.5247105480239178,0.2539086929330832,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
157,0.772966101044128,0.7750675070288631,0.5417935219969837,0.26641651031894936,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
158,0.629246438368849,0.7077615754300309,0.5346853951960112,0.3295809881175735,3,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
159,0.9813096047839185,0.9379774167204381,0.542743013513472,0.23014383989993747,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,0.8498288579945101,0.9420690467878066,0.7141276483263956,0.1876172607879925,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,0.5900748880262947,0.9471925947571721,0.6769316202252622,0.17745465916197622,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,0.6202976121984856,0.9726727349268922,0.7445452489079283,0.19699812382739212,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,0.35926015177174353,0.9461445593432365,0.7571618991810127,0.16541588492808007,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,0.5044782916421542,0.9450705369499042,0.6746513786311527,0.1432145090681676,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
